22.532898,26.75280459,4.22
52.872501,57.198361232,4.33
06.225302,10.484874756,4.26
42.370312,45.253755658,2.88
42.370312,48.350747856,5.98
52.384695,55.111825844,2.73
02.369671,54.889479382,7.48
09.566300,13.664455644Z,4.1
16.003927,20.481745153Z,4.48
39.032134,43.067781469Z,4.04
