38.50,37.61,0.89
09.75,08.56,1.19
36.48,36.03,0.45
27.90,26.85,1.05
56.21,54.41,1.8
29.18,27.50,1.68
59.70,58.90,0.8
29.83,29.03,0.8
09.07,07.50,1.57
39.51,38.94,0.57
